Brand_Name,Policy_Name,Cashless_Hospitals,Coverage_Amount,Monthly_Premium,Annual_Premium,Claim_Settlement_Ratio,Fitness_Score1,Fitness_Score2,Fitness_Score3,Fitness Score_4
Niva Bupa,Health Companion,16,₹20 Lac,"₹1,352/month","₹16,223 / Year",92 % claim settlement ratio,41,40,39,42
Niva Bupa,Health Companion + Safeguard,16,₹20 Lac,"₹1,585/month","₹19,024 / Year",92 % claim settlement ratio,42,41,40,43
Niva Bupa,Health Premia Gold,16,₹20 Lac,"₹2,189/month","₹26,270 / Year",92 % claim settlement ratio,60,59,58,61
Aditya Birla,Activ One Max,14,₹20 Lac,"₹1,051/month","₹12,616 / Year",96 % claim settlement ratio,61,60,59,62
Aditya Birla,Active Health Platinum - Enhanced,14,₹20 Lac,"₹1,140/month","₹13,685 / Year",96 % claim settlement ratio,83,82,81,84
ICICI Lombard,Elevate + BeFit,12,₹20 Lac,"₹1,129/month","₹13,546 / Year",99.80 % claim settlement ratio,84,83,82,85
ICICI Lombard,Health AdvantEdge Plus 2.0 With Befit,12,₹20 Lac,"₹1,408/month","₹16,890 / Year",99.80 % claim settlement ratio,81,80,79,82
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim Protector and Befit,12,₹20 Lac,"₹1,408/month","₹16,890 / Year",99.80 % claim settlement ratio,82,81,80,83
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim + SI Protector + Befit,12,₹20 Lac,"₹1,438/month","₹17,261 / Year",99.80 % claim settlement ratio,83,82,81,84
ICICI Lombard,Health AdvantEdge Plus 2.0 With SI Protector and Befit,12,₹20 Lac,"₹1,438/month","₹17,261 / Year",99.80 % claim settlement ratio,89,88,87,90
Reliance,Health Gain Power,15,₹20 Lac,"₹1,002/month","₹12,021 / Year",99.90 % claim settlement ratio,83,82,81,84
Reliance,Health Gain Prime,15,₹25 Lac,"₹1,163/month","₹13,952 / Year",99.90 % claim settlement ratio,51,50,49,52
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 100L,25,₹75 Lac,"₹2,106/month","₹25,277 / Year",93.4 % claim settlement ratio,59,58,57,60
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 50L,25,₹75 Lac,"₹1,212/month","₹14,545 / Year",93.4 % claim settlement ratio,54,53,52,55
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 100L,25,₹75 Lac,"₹1,229/month","₹14,747 / Year",93.4 % claim settlement ratio,53,52,51,54
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 25L,25,₹75 Lac,"₹1,206/month","₹14,477 / Year",93.4 % claim settlement ratio,31,30,29,32
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 50L,25,₹75 Lac,"₹2,090/month","₹25,075 / Year",93.4 % claim settlement ratio,36,35,34,37
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 25L,25,₹75 Lac,"₹2,084/month","₹25,008 / Year",93.4 % claim settlement ratio,38,37,36,39
Cholamandalam MS,Flexi Health Supreme Plus,16,₹20 Lac,"₹1,435/month","₹17,220 / Year",94 % claim settlement ratio,65,64,63,66
Kotak Mahindra,Kotak Health Premier – Total,16,₹20 Lac,"₹1,045/month","₹12,543 / Year",97 % claim settlement ratio,42,41,40,43
Kotak Mahindra,Kotak Health Premier – Edge,16,₹20 Lac,"₹1,151/month","₹13,807 / Year",97 % claim settlement ratio,48,47,46,49
Kotak Mahindra,Kotak Health Premier – Elite,16,₹20 Lac,"₹1,293/month","₹15,512 / Year",97 % claim settlement ratio,41,40,39,42
Royal Sundaram,Lifeline Supreme,15,₹20 Lac,"₹1,165/month","₹13,983 / Year",92 % claim settlement ratio,42,41,40,43
Royal Sundaram,Lifeline Elite,15,₹25 Lac,"₹3,301/month","₹39,617 / Year",92 % claim settlement ratio,43,42,41,44
Zuno,Zuno Gold + Health 241,10,₹20 Lac,"₹1,850/month","₹22,197 / Year",95 % claim settlement ratio,89,88,87,90
Universal Sompo,A Plus Silver,20,₹20 Lac,"₹1,499/month","₹17,983 / Year",96 % claim settlement ratio,62,61,60,63
Universal Sompo,A Plus Gold,20,₹20 Lac,"₹1,556/month","₹18,668 / Year",96 % claim settlement ratio,63,62,61,64
Universal Sompo,A Plus Diamond,20,₹20 Lac,"₹1,592/month","₹19,104 / Year",96 % claim settlement ratio,81,80,79,82
Universal Sompo,Complete HealthCare Insurance - Plus,20,₹20 Lac,"₹1,610/month","₹19,317 / Year",96 % claim settlement ratio,69,68,67,70
Universal Sompo,Complete HealthCare Insurance - Premier,20,₹25 Lac,"₹1,727/month","₹20,721 / Year",96 % claim settlement ratio,55,54,53,56
Universal Sompo,A Plus Silver + Non medical items,20,₹20 Lac,"₹1,553/month","₹18,632 / Year",96 % claim settlement ratio,52,51,50,53
Universal Sompo,A Plus Gold + Non medical items,20,₹20 Lac,"₹1,610/month","₹19,317 / Year",96 % claim settlement ratio,59,58,57,60
Universal Sompo,A Plus Diamond + Non medical items,20,₹20 Lac,"₹1,823/month","₹21,877 / Year",96 % claim settlement ratio,97,96,95,98
Universal Sompo,A Plus Silver + PED waiting period waiver,20,₹20 Lac,"₹1,769/month","₹21,228 / Year",96 % claim settlement ratio,64,63,62,65
Universal Sompo,A Plus Gold + PED waiting period waiver,20,₹20 Lac,"₹1,826/month","₹21,913 / Year",96 % claim settlement ratio,62,61,60,63
Universal Sompo,A Plus Diamond + PED waiting period waiver,20,₹20 Lac,"₹2,039/month","₹24,473 / Year",96 % claim settlement ratio,63,62,61,64
IFFCO Tokio,Individual Health Protector,12,₹20 Lac,"₹1,530/month","₹18,365 / Year",98.90 % claim settlement ratio,69,68,67,70
Digit Insurance,Double Wallet Plan,10,₹20 Lac,"₹1,124/month","₹13,487 / Year",96 % claim settlement ratio,30,29,28,31
Digit Insurance,Infinity Wallet Plan,10,₹20 Lac,"₹1,347/month","₹16,162 / Year",96 % claim settlement ratio,100,99,98,100
Digit Insurance,Worldwide Treatment plan,10,₹20 Lac,"₹1,606/month","₹19,271 / Year",96 % claim settlement ratio,80,79,78,81
Magma HDI,Secure with Bonus Booster and Zonewise Copay Waiver,16,₹20 Lac,"₹1,178/month","₹14,140 / Year",90 % claim settlement ratio,87,86,85,88
Care Health,Care Supreme Discounted + Wellness Benefit + Air Ambulance + NCB Super,15,₹25 Lac,"₹1,170/month","₹14,044 / Year",93 % claim settlement ratio,67,66,65,68
Care Health,Care Supreme Discounted (Quarterly) + Wellness Benefit + Air Ambulance + NCB Super,15,₹25 Lac,"₹1,206/month","₹3,618 for 3 months",93 % claim settlement ratio,66,65,64,67
Care Health,Care Advantage,15,₹25 Lac,₹926/month,"₹11,109 / Year",93 % claim settlement ratio,89,88,87,90
Care Health,Care with Care Shield,15,₹25 Lac,"₹2,134/month","₹25,604 / Year",93 % claim settlement ratio,65,64,63,66
Care Health,Care Advantage with NCB,15,₹25 Lac,"₹1,018/month","₹12,219 / Year",93 % claim settlement ratio,56,55,54,57
Care Health,Care Advantage with Reduction In PED Waiting period,15,₹25 Lac,₹949/month,"₹11,386 / Year",93 % claim settlement ratio,77,76,75,78
Care Health,Care Advantage with Global Coverage Inc US,15,₹25 Lac,"₹1,673/month","₹20,076 / Year",93 % claim settlement ratio,45,44,43,46
Care Health,Care Advantage with Global Coverage Ex US,15,₹25 Lac,"₹1,483/month","₹17,801 / Year",93 % claim settlement ratio,78,77,76,79
Care Health,Care Advantage with Reduction In PED Waiting period and Global coverage Inc US,15,₹25 Lac,"₹1,673/month","₹20,076 / Year",93 % claim settlement ratio,72,71,70,73
Star Health,Young Star Silver,16,₹25 Lac,"₹1,293/month","₹15,512 / Year",85.80 % claim settlement ratio,96,95,94,97
Star Health,Young Star Gold,16,₹25 Lac,"₹1,405/month","₹16,855 / Year",85.80 % claim settlement ratio,58,57,56,59
Star Health,Assure Insurance Policy,16,₹25 Lac,"₹1,442/month","₹17,300 / Year",85.80 % claim settlement ratio,40,39,38,41
Star Health,Comprehensive Individual,16,₹25 Lac,"₹1,732/month","₹20,786 / Year",85.80 % claim settlement ratio,63,62,61,64
Star Health,Mediclassic Individual Gold,16,₹25 Lac,"₹1,776/month","₹21,317 / Year",85.80 % claim settlement ratio,91,90,89,92
Star Health,Comprehensive with PED Buy Back,16,₹25 Lac,"₹2,252/month","₹27,022 / Year",85.80 % claim settlement ratio,99,98,97,100
Star Health,Smart Health Pro,16,₹25 Lac,"₹1,134/month","₹13,606 / Year",85.80 % claim settlement ratio,35,34,33,36
Niva Bupa,Reassure 2.0 Platinum+ (Direct),16,₹25 Lac,"₹1,517/month","₹18,208 / Year",92 % claim settlement ratio,100,99,98,100
Niva Bupa,Aspire Gold + (Direct),16,₹25 Lac,"₹1,102/month","₹13,227 / Year",92 % claim settlement ratio,94,93,92,95
Niva Bupa,Aspire Diamond + (Direct),16,₹25 Lac,"₹1,256/month","₹15,071 / Year",92 % claim settlement ratio,83,82,81,84
Niva Bupa,Aspire Platinum + (Direct),16,₹25 Lac,"₹1,410/month","₹16,915 / Year",92 % claim settlement ratio,92,91,90,93
Niva Bupa,Aspire Titanium + (Direct),16,₹25 Lac,"₹1,418/month","₹17,018 / Year",92 % claim settlement ratio,82,81,80,83
Niva Bupa,Health Companion,16,₹30 Lac,"₹1,699/month","₹20,383 / Year",92 % claim settlement ratio,91,90,89,92
Niva Bupa,Health Companion + Safeguard,16,₹30 Lac,"₹1,522/month","₹18,261 / Year",92 % claim settlement ratio,70,69,68,71
Niva Bupa,Health Premia Gold,16,₹30 Lac,"₹2,261/month","₹27,135 / Year",92 % claim settlement ratio,74,73,72,75
Aditya Birla,Activ One Max,14,₹25 Lac,"₹1,095/month","₹13,141 / Year",96 % claim settlement ratio,79,78,77,80
Aditya Birla,Active Health Platinum - Enhanced,14,₹25 Lac,"₹1,191/month","₹14,289 / Year",96 % claim settlement ratio,74,73,72,75
ICICI Lombard,Elevate + BeFit,12,₹25 Lac,"₹1,183/month","₹14,195 / Year",99.80 % claim settlement ratio,76,75,74,77
ICICI Lombard,Health AdvantEdge Plus 2.0 With Befit,12,₹25 Lac,"₹1,730/month","₹20,757 / Year",99.80 % claim settlement ratio,77,76,75,78
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim Protector and Befit,12,₹25 Lac,"₹1,730/month","₹20,757 / Year",99.80 % claim settlement ratio,80,79,78,81
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim + SI Protector + Befit,12,₹25 Lac,"₹1,761/month","₹21,128 / Year",99.80 % claim settlement ratio,72,71,70,73
ICICI Lombard,Health AdvantEdge Plus 2.0 With SI Protector and Befit,12,₹25 Lac,"₹1,761/month","₹21,128 / Year",99.80 % claim settlement ratio,54,53,52,55
Reliance,Health Gain Prime,15,₹25 Lac,"₹1,163/month","₹13,952 / Year",99.90 % claim settlement ratio,59,58,57,60
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 100L,25,₹75 Lac,"₹2,106/month","₹25,277 / Year",93.4 % claim settlement ratio,61,60,59,62
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 50L,25,₹75 Lac,"₹1,212/month","₹14,545 / Year",93.4 % claim settlement ratio,64,63,62,65
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 100L,25,₹75 Lac,"₹1,229/month","₹14,747 / Year",93.4 % claim settlement ratio,100,99,98,100
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 25L,25,₹75 Lac,"₹1,206/month","₹14,477 / Year",93.4 % claim settlement ratio,97,96,95,98
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 50L,25,₹75 Lac,"₹2,090/month","₹25,075 / Year",93.4 % claim settlement ratio,99,98,97,100
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 25L,25,₹75 Lac,"₹2,084/month","₹25,008 / Year",93.4 % claim settlement ratio,39,38,37,40
Cholamandalam MS,Flexi Health Supreme Plus,16,₹25 Lac,"₹1,570/month","₹18,834 / Year",94 % claim settlement ratio,54,53,52,55
Kotak Mahindra,Kotak Health Premier – Total,16,₹25 Lac,"₹1,100/month","₹13,202 / Year",97 % claim settlement ratio,76,75,74,77
Kotak Mahindra,Kotak Health Premier – Elite,16,₹25 Lac,"₹1,351/month","₹16,213 / Year",97 % claim settlement ratio,50,49,48,51
Royal Sundaram,Lifeline Supreme,15,₹25 Lac,"₹1,221/month","₹14,646 / Year",92 % claim settlement ratio,66,65,64,67
Royal Sundaram,Lifeline Elite,15,₹25 Lac,"₹3,301/month","₹39,617 / Year",92 % claim settlement ratio,39,38,37,40
Universal Sompo,A Plus Silver,20,₹25 Lac,"₹1,389/month","₹16,662 / Year",96 % claim settlement ratio,38,37,36,39
Universal Sompo,A Plus Gold,20,₹25 Lac,"₹1,600/month","₹19,199 / Year",96 % claim settlement ratio,74,73,72,75
Universal Sompo,A Plus Diamond,20,₹25 Lac,"₹1,632/month","₹19,588 / Year",96 % claim settlement ratio,47,46,45,48
Universal Sompo,Complete HealthCare Insurance - Premier,20,₹25 Lac,"₹1,727/month","₹20,721 / Year",96 % claim settlement ratio,58,57,56,59
Universal Sompo,Complete HealthCare Insurance - Executive,20,₹40 Lac,"₹1,627/month","₹19,529 / Year",96 % claim settlement ratio,85,84,83,86
Universal Sompo,A Plus Silver + Non medical items,20,₹25 Lac,"₹1,596/month","₹19,151 / Year",96 % claim settlement ratio,69,68,67,70
Universal Sompo,A Plus Gold + Non medical items,20,₹25 Lac,"₹1,494/month","₹17,924 / Year",96 % claim settlement ratio,96,95,94,97
Universal Sompo,A Plus Diamond + Non medical items,20,₹25 Lac,"₹1,686/month","₹20,237 / Year",96 % claim settlement ratio,84,83,82,85
Universal Sompo,A Plus Silver + PED waiting period waiver,20,₹25 Lac,"₹1,664/month","₹19,966 / Year",96 % claim settlement ratio,60,59,58,61
Universal Sompo,A Plus Gold + PED waiting period waiver,20,₹25 Lac,"₹1,875/month","₹22,503 / Year",96 % claim settlement ratio,66,65,64,67
Universal Sompo,A Plus Diamond + PED waiting period waiver,20,₹25 Lac,"₹1,908/month","₹22,892 / Year",96 % claim settlement ratio,45,44,43,46
Digit Insurance,Double Wallet Plan,10,₹25 Lac,"₹1,222/month","₹14,660 / Year",96 % claim settlement ratio,33,32,31,34
Digit Insurance,Infinity Wallet Plan,10,₹25 Lac,"₹1,464/month","₹17,568 / Year",96 % claim settlement ratio,44,43,42,45
Digit Insurance,Worldwide Treatment plan,10,₹25 Lac,"₹1,803/month","₹21,639 / Year",96 % claim settlement ratio,46,45,44,47
Magma HDI,Secure with Bonus Booster and Zonewise Copay Waiver,16,₹25 Lac,"₹1,222/month","₹14,664 / Year",90 % claim settlement ratio,49,48,47,50
Care Health,Care with Care Shield,15,₹30 Lac,"₹2,298/month","₹27,577 / Year",93 % claim settlement ratio,45,44,43,46
Niva Bupa,Health Companion,16,₹30 Lac,"₹1,699/month","₹20,383 / Year",92 % claim settlement ratio,47,46,45,48
Niva Bupa,Health Companion + Safeguard,16,₹30 Lac,"₹1,522/month","₹18,261 / Year",92 % claim settlement ratio,41,40,39,42
Niva Bupa,Health Premia Gold,16,₹30 Lac,"₹2,261/month","₹27,135 / Year",92 % claim settlement ratio,42,41,40,43
Aditya Birla,Active Health Platinum - Enhanced,14,₹30 Lac,"₹1,278/month","₹15,340 / Year",96 % claim settlement ratio,60,59,58,61
Reliance,Health Gain Prime,15,₹30 Lac,"₹1,236/month","₹14,831 / Year",99.90 % claim settlement ratio,61,60,59,62
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 100L,25,₹75 Lac,"₹2,106/month","₹25,277 / Year",93.4 % claim settlement ratio,83,82,81,84
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 50L,25,₹75 Lac,"₹1,212/month","₹14,545 / Year",93.4 % claim settlement ratio,84,83,82,85
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 100L,25,₹75 Lac,"₹1,229/month","₹14,747 / Year",93.4 % claim settlement ratio,81,80,79,82
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 25L,25,₹75 Lac,"₹1,206/month","₹14,477 / Year",93.4 % claim settlement ratio,82,81,80,83
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 50L,25,₹75 Lac,"₹2,090/month","₹25,075 / Year",93.4 % claim settlement ratio,83,82,81,84
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 25L,25,₹75 Lac,"₹2,084/month","₹25,008 / Year",93.4 % claim settlement ratio,89,88,87,90
Royal Sundaram,Lifeline Elite,15,₹30 Lac,"₹3,570/month","₹42,834 / Year",92 % claim settlement ratio,83,82,81,84
Universal Sompo,Complete HealthCare Insurance - Premier,20,₹30 Lac,"₹1,754/month","₹21,051 / Year",96 % claim settlement ratio,51,50,49,52
Universal Sompo,Complete HealthCare Insurance - Executive,20,₹40 Lac,"₹1,627/month","₹19,529 / Year",96 % claim settlement ratio,59,58,57,60
Care Health,Care Supreme Discounted + Wellness Benefit + Air Ambulance + NCB Super,15,₹50 Lac,"₹1,318/month","₹15,818 / Year",93 % claim settlement ratio,54,53,52,55
Care Health,Care Supreme Discounted (Quarterly) + Wellness Benefit + Air Ambulance + NCB Super,15,₹50 Lac,"₹1,358/month","₹4,075 for 3 months",93 % claim settlement ratio,53,52,51,54
Care Health,Care Advantage,15,₹50 Lac,"₹1,077/month","₹12,923 / Year",93 % claim settlement ratio,31,30,29,32
Care Health,Care with Care Shield,15,₹50 Lac,"₹5,511/month","₹66,131 / Year",93 % claim settlement ratio,36,35,34,37
Care Health,Care Advantage with NCB,15,₹50 Lac,"₹1,158/month","₹13,892 / Year",93 % claim settlement ratio,38,37,36,39
Care Health,Care Advantage with Reduction In PED Waiting period,15,₹50 Lac,"₹1,265/month","₹15,183 / Year",93 % claim settlement ratio,65,64,63,66
Care Health,Care Advantage with Global Coverage Inc US,15,₹50 Lac,"₹2,110/month","₹25,325 / Year",93 % claim settlement ratio,42,41,40,43
Care Health,Care Advantage with Global Coverage Ex US,15,₹50 Lac,"₹1,889/month","₹22,669 / Year",93 % claim settlement ratio,48,47,46,49
Care Health,Care Advantage with Reduction In PED Waiting period and Global coverage Inc US,15,₹50 Lac,"₹2,110/month","₹25,325 / Year",93 % claim settlement ratio,41,40,39,42
Star Health,Young Star Silver,16,₹50 Lac,"₹1,541/month","₹18,494 / Year",85.80 % claim settlement ratio,42,41,40,43
Star Health,Young Star Gold,16,₹50 Lac,"₹1,653/month","₹19,837 / Year",85.80 % claim settlement ratio,43,42,41,44
Star Health,Assure Insurance Policy,16,₹50 Lac,"₹1,685/month","₹20,223 / Year",85.80 % claim settlement ratio,89,88,87,90
Star Health,Comprehensive Individual,16,₹50 Lac,"₹1,906/month","₹22,868 / Year",85.80 % claim settlement ratio,62,61,60,63
Star Health,Comprehensive with PED Buy Back,16,₹50 Lac,"₹2,477/month","₹29,729 / Year",85.80 % claim settlement ratio,63,62,61,64
Star Health,Smart Health Pro,16,₹50 Lac,"₹1,293/month","₹15,518 / Year",85.80 % claim settlement ratio,81,80,79,82
Niva Bupa,Reassure 2.0 Platinum+ (Direct),16,₹50 Lac,"₹1,686/month","₹20,226 / Year",92 % claim settlement ratio,69,68,67,70
Niva Bupa,Reassure 2.0 Titanium+ (Direct),16,₹50 Lac,"₹1,726/month","₹20,709 / Year",92 % claim settlement ratio,55,54,53,56
Niva Bupa,Reassure 2.0 Bronze+(Direct),16,₹50 Lac,"₹1,575/month","₹18,897 / Year",92 % claim settlement ratio,52,51,50,53
Niva Bupa,Aspire Gold + (Direct),16,₹50 Lac,"₹1,361/month","₹16,331 / Year",92 % claim settlement ratio,59,58,57,60
Niva Bupa,Aspire Diamond + (Direct),16,₹50 Lac,"₹1,548/month","₹18,580 / Year",92 % claim settlement ratio,97,96,95,98
Niva Bupa,Aspire Platinum + (Direct),16,₹50 Lac,"₹1,737/month","₹20,839 / Year",92 % claim settlement ratio,64,63,62,65
Niva Bupa,Aspire Titanium + (Direct),16,₹50 Lac,"₹1,747/month","₹20,967 / Year",92 % claim settlement ratio,62,61,60,63
Niva Bupa,Health Companion,16,₹50 Lac,"₹1,695/month","₹20,344 / Year",92 % claim settlement ratio,63,62,61,64
Niva Bupa,Health Companion + Safeguard,16,₹50 Lac,"₹2,187/month","₹26,244 / Year",92 % claim settlement ratio,69,68,67,70
Niva Bupa,Health Premia Gold,16,₹50 Lac,"₹2,363/month","₹28,359 / Year",92 % claim settlement ratio,30,29,28,31
Aditya Birla,Activ One Max,14,₹50 Lac,"₹1,317/month","₹15,801 / Year",96 % claim settlement ratio,100,99,98,100
Aditya Birla,Active Health Platinum - Enhanced,14,₹50 Lac,"₹1,709/month","₹20,502 / Year",96 % claim settlement ratio,80,79,78,81
ICICI Lombard,Elevate + BeFit,12,₹50 Lac,"₹1,437/month","₹17,243 / Year",99.80 % claim settlement ratio,87,86,85,88
ICICI Lombard,Health AdvantEdge Plus 2.0 With Befit,12,₹50 Lac,"₹2,061/month","₹24,730 / Year",99.80 % claim settlement ratio,67,66,65,68
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim Protector and Befit,12,₹50 Lac,"₹2,061/month","₹24,730 / Year",99.80 % claim settlement ratio,66,65,64,67
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim + SI Protector + Befit,12,₹50 Lac,"₹2,092/month","₹25,100 / Year",99.80 % claim settlement ratio,89,88,87,90
ICICI Lombard,Health AdvantEdge Plus 2.0 With SI Protector and Befit,12,₹50 Lac,"₹2,092/month","₹25,100 / Year",99.80 % claim settlement ratio,65,64,63,66
Reliance,Health Gain Prime,15,₹50 Lac,"₹1,497/month","₹17,958 / Year",99.90 % claim settlement ratio,56,55,54,57
Reliance,Health Infinity With More Time,15,₹50 Lac,"₹1,573/month","₹18,879 / Year",99.90 % claim settlement ratio,77,76,75,78
Reliance,Health Infinity With More Global,15,₹50 Lac,"₹1,573/month","₹18,879 / Year",99.90 % claim settlement ratio,45,44,43,46
Reliance,Health Infinity With More Cover,15,₹50 Lac,"₹1,573/month","₹18,879 / Year",99.90 % claim settlement ratio,78,77,76,79
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 100L,25,₹50 Lac,"₹1,859/month","₹22,307 / Year",93.4 % claim settlement ratio,72,71,70,73
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 50L,25,₹50 Lac,"₹1,161/month","₹13,930 / Year",93.4 % claim settlement ratio,96,95,94,97
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 100L,25,₹50 Lac,"₹1,177/month","₹14,124 / Year",93.4 % claim settlement ratio,58,57,56,59
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 25L,25,₹50 Lac,"₹1,156/month","₹13,866 / Year",93.4 % claim settlement ratio,40,39,38,41
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 50L,25,₹50 Lac,"₹1,843/month","₹22,114 / Year",93.4 % claim settlement ratio,63,62,61,64
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 25L,25,₹50 Lac,"₹1,837/month","₹22,049 / Year",93.4 % claim settlement ratio,91,90,89,92
Royal Sundaram,Lifeline Supreme,15,₹50 Lac,"₹1,420/month","₹17,042 / Year",92 % claim settlement ratio,99,98,97,100
Royal Sundaram,Lifeline Elite,15,₹50 Lac,"₹4,943/month","₹59,319 / Year",92 % claim settlement ratio,35,34,33,36
Universal Sompo,A Plus Silver,20,₹50 Lac,"₹1,458/month","₹17,499 / Year",96 % claim settlement ratio,100,99,98,100
Universal Sompo,A Plus Gold,20,₹50 Lac,"₹1,510/month","₹18,125 / Year",96 % claim settlement ratio,94,93,92,95
Universal Sompo,A Plus Diamond,20,₹50 Lac,"₹1,706/month","₹20,473 / Year",96 % claim settlement ratio,83,82,81,84
Universal Sompo,Complete HealthCare Insurance - Executive,20,₹50 Lac,"₹1,877/month","₹22,526 / Year",96 % claim settlement ratio,92,91,90,93
Universal Sompo,A Plus Silver + Non medical items,20,₹50 Lac,"₹1,517/month","₹18,207 / Year",96 % claim settlement ratio,82,81,80,83
Universal Sompo,A Plus Gold + Non medical items,20,₹50 Lac,"₹1,569/month","₹18,833 / Year",96 % claim settlement ratio,91,90,89,92
Universal Sompo,A Plus Diamond + Non medical items,20,₹50 Lac,"₹1,765/month","₹21,181 / Year",96 % claim settlement ratio,70,69,68,71
Universal Sompo,A Plus Silver + PED waiting period waiver,20,₹50 Lac,"₹1,750/month","₹21,004 / Year",96 % claim settlement ratio,74,73,72,75
Universal Sompo,A Plus Gold + PED waiting period waiver,20,₹50 Lac,"₹1,802/month","₹21,629 / Year",96 % claim settlement ratio,79,78,77,80
Universal Sompo,A Plus Diamond + PED waiting period waiver,20,₹50 Lac,"₹1,998/month","₹23,978 / Year",96 % claim settlement ratio,74,73,72,75
Digit Insurance,Double Wallet Plan,10,₹50 Lac,"₹1,409/month","₹16,909 / Year",96 % claim settlement ratio,76,75,74,77
Digit Insurance,Infinity Wallet Plan,10,₹50 Lac,"₹1,689/month","₹20,262 / Year",96 % claim settlement ratio,77,76,75,78
Digit Insurance,Worldwide Treatment plan,10,₹50 Lac,"₹2,446/month","₹29,349 / Year",96 % claim settlement ratio,80,79,78,81
Care Health,Care with Care Shield,15,₹60 Lac,"₹6,416/month","₹76,988 / Year",93 % claim settlement ratio,72,71,70,73
Star Health,Young Star Silver,16,₹75 Lac,"₹1,690/month","₹20,279 / Year",85.80 % claim settlement ratio,54,53,52,55
Star Health,Young Star Gold,16,₹75 Lac,"₹1,802/month","₹21,628 / Year",85.80 % claim settlement ratio,59,58,57,60
Star Health,Assure Insurance Policy,16,₹75 Lac,"₹1,886/month","₹22,635 / Year",85.80 % claim settlement ratio,61,60,59,62
Star Health,Comprehensive Individual,16,₹75 Lac,"₹2,068/month","₹24,815 / Year",85.80 % claim settlement ratio,64,63,62,65
Star Health,Comprehensive with PED Buy Back,16,₹75 Lac,"₹2,688/month","₹32,260 / Year",85.80 % claim settlement ratio,100,99,98,100
Star Health,Smart Health Pro,16,₹75 Lac,"₹1,481/month","₹17,767 / Year",85.80 % claim settlement ratio,97,96,95,98
Aditya Birla,Activ One Max,14,₹75 Lac,"₹1,512/month","₹18,138 / Year",96 % claim settlement ratio,99,98,97,100
ICICI Lombard,Health AdvantEdge Plus 2.0 With Befit,12,₹75 Lac,"₹2,299/month","₹27,583 / Year",99.80 % claim settlement ratio,39,38,37,40
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim Protector and Befit,12,₹75 Lac,"₹2,299/month","₹27,583 / Year",99.80 % claim settlement ratio,54,53,52,55
ICICI Lombard,Health AdvantEdge Plus 2.0 with Claim + SI Protector + Befit,12,₹75 Lac,"₹2,330/month","₹27,954 / Year",99.80 % claim settlement ratio,76,75,74,77
ICICI Lombard,Health AdvantEdge Plus 2.0 With SI Protector and Befit,12,₹75 Lac,"₹2,330/month","₹27,954 / Year",99.80 % claim settlement ratio,50,49,48,51
Manipal Cigna,Lifetime Health Global with World Wide Medical Emergency Cover of 100L,25,₹75 Lac,"₹2,106/month","₹25,277 / Year",93.4 % claim settlement ratio,66,65,64,67
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 50L,25,₹75 Lac,"₹1,212/month","₹14,545 / Year",93.4 % claim settlement ratio,39,38,37,40
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 100L,25,₹75 Lac,"₹1,229/month","₹14,747 / Year",93.4 % claim settlement ratio,38,37,36,39
Manipal Cigna,Lifetime Health India with World Wide Medical Emergency Cover of 25L,25,₹75 Lac,"₹1,206/month","₹14,477 / Year",93.4 % claim settlement ratio,74,73,72,75
